identifiant;categorie;typeT;nbComposant1;composant1;nbComposant2;composant2;composant3;composant4;composant5;composant6;qualifEnsemble;detailEnsemble;mesure;materiaux;montantN;espece;montant;detailRedev;montant2
BD_7284;biendeclare;2 pieces;2;piece; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;10 sol. tur.;null;null
BD_7285;biendeclare;;;;; null; null; null;null;null;null;null;null;null;5 sol.;tournois;5 sol. tur.;null;null
BD_7286;biendeclare;3 pieces;3;piece; null; null; null; null;null;null;null;null;null;null;15 sol.;tournois;15 sol. tur.;null;null
BD_7287;biendeclare;2 pieces;2;piece; null; null; null; null;null;null;null;null;null;null;5 sol.;tournois;5 sol. tur.;null;null
BD_7288;biendeclare;piece;1;piece; null; null; null; null;null;null;null;olim tenuit dictus bertrand saunerie;null;null;5 sol.;tournois;5 sol. tur.;null;null
BD_7289;biendeclare;maison3 et atelier;1;maison; null;atelier; null; null;null;null;null;null;null;null;3 sol. 3 ob.;viennois;3 sol. 3 ob. vienn. antiq.;null;null
BD_7290;biendeclare;maison3 et atelier;1;maison; null;atelier; null; null;null;null;null;null;null;null;4 sol. 4 den. 1 ob.;nr;4 sol. 4 den. ob.;null;null
BD_7291;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;30 sol.;tournois;30 sol. tur.;null;null
BD_7292;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;30 sol.;tournois;30 sol. tur.;null;null
BD_7293;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;30 sol.;tournois;30 sol. tur.;null;null
BD_7294;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;24 sol.;nr;24 sol.;null;null
BD_7295;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;50 sol.;tournois;50 sol. tur.;null;null
BD_7296;biendeclare;2 maisons3;2;maison; null; null; null; null;null;null;null;null;null;null;34 sol. 6 den.;tournois;34 sol. 6 den. tur.;null;null
BD_7297;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;15 sol.;tournois;15 sol. tur.;null;null
BD_7298;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;6 sol. 6 den.;tournois;6 sol. 6 den. tur.;null;null
BD_7299;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;1 flor.;florin d or de 12 sol. tur.;1 flor. auri valens 12 sol;null;null
BD_7300;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;1 flor.;tournois;1 flor. auri valens 12 sol. t;null;null
BD_7301;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;8 flor.;florin d or;8 flor. auri;null;null
BD_7302;biendeclare;maison3 dans laquelle il y a un four;1;maison; null;four; null; null;null;null;null;null;null;null;50 sol.;tournois;50 sol. tur.;null;null
BD_7303;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;17 sol. 6 den.;tournois;17 sol. 6 den. tur.;null;null
BD_7304;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;30 sol.;tournois;30 sol. tur.;null;null
BD_7305;biendeclare;part de maison3;1;part de maison; null; null; null; null;null;null;null;null;null;null;100 sol.;tournois;100 sol. tur.;null;null
BD_7306;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;20 sol.;tournois;20 sol. tur.;null;null
BD_7307;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;2 flor.;florin d or;2 flor. auri;null;null
BD_7448;biendeclare;maison2;1;maison2; null; null; null; null;null;null;null;aix en provence en 1359 tres partes dictam primam pro bertrandus de gamarengiis bacallarius in decretis decanus istius ecclesie et secundam pro bernardus de fabrica et tertiam pro seigneur petrus ricardi canonici;null;null;null;null;null;null;null
BD_7449;biendeclare;maison2;1;maison2; null; null; null; null;null;null;null;aix en provence en 1359 chanoine seigneur durandus monnarii;null;null;null;null;null;null;null
BD_7450;biendeclare;maison2;1;maison2; null; null; null; null;null;null;null;aix en provence en 1359 chanoine seigneur petrus instaudi;null;null;null;null;null;null;null
BD_7451;biendeclare;maison2;1;maison2; null; null; null; null;null;null;null;aix en provence en 1359 chanoine seigneur raymundus la brossa precentor et seigneur johannes de chissiaco;null;null;null;null;null;null;null
BD_7452;biendeclare;maison2;1;maison2; null; null; null; null;null;null;null;aix en provence en 1359 chanoine seigneur johannes lardati;null;null;null;null;null;null;null
BD_7453;biendeclare;maison2;1;maison2; null; null; null; null;null;null;null;aix en provence en 1359 chanoine seigneur johannes miracla;null;null;null;null;null;null;null
BD_7454;biendeclare;habitation;1;habitation; null; null; null; null;null;null;null;sacristie chanoine petrus busserie bacallarius in legibus;null;null;null;null;null;null;null
BD_7455;biendeclare;maison2;1;maison2; null; null; null; null;null;null;magnus;diverse cappellanorum et aliorum servitorum ecclesie camere;null;null;null;null;null;null;null
BD_7456;biendeclare;maison3;1;maison; null; null; null; null;null;null;magnus;palaislivr?©e seigneur cardinal penestrinus;null;null;null;null;null;null;null
BD_7457;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;in librata dom. cardinal penestrinus, verger ou plathea;null;null;null;null;null;null;null
BD_7458;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;in librata seigneur cardinal penestrinus;null;null;null;null;null;null;null
BD_7459;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;in librata seigneur cardinal penestrinus;null;null;null;null;null;null;null
BD_7460;biendeclare;2 maisons3;2;maison; null; null; null; null;null;null;null;palafrenaria equorum in librata seigneur cardinal penestrinus;null;null;null;null;null;null;null
BD_7461;biendeclare;maison3;1;maison; null; null; null; null;null;null;magnum;in librata seigneur cardinal arelatensis;null;null;null;null;null;null;null
BD_7462;biendeclare;maison3;1;maison; null; null; null; null;null;null;magnum;in librate seigneur cardinal de vernhio;null;null;null;null;null;null;null
BD_7463;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;in librate seigneur cardinal de sancto martiale;null;null;null;null;null;null;null
BD_7464;biendeclare;reserve;1;reserve; null; null; null; null;null;null;null;loqueria petrus saverninii notaire 8 fl;null;null;null;null;null;null;null
BD_7465;biendeclare;reserve;1;reserve; null; null; null; null;null;null;null;loqueria maitre bertrandus ruffi notaire 8 fl;null;null;null;null;null;null;null
BD_7466;biendeclare;reserve;1;reserve; null; null; null; null;null;null;null;loqueria maitre anthonius garnerii notaire 8 fl;null;null;null;null;null;null;null
BD_7467;biendeclare;reserve;1;reserve; null; null; null; null;null;null;null;loquaria maitre dalmatius dulcis notaire 8 fl;null;null;null;null;null;null;null
BD_7468;biendeclare;reserve;1;reserve; null; null; null; null;null;null;null;loqueria catherina uxor perrno lo menescalc 14 fl solarium et ambulatorium;null;null;null;null;null;null;null
BD_7469;biendeclare;2 reserves ou une maison3;2;reserve; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BD_7470;biendeclare;3 reserves;3;reserve; null; null; null; null;null;null;null;de subtus crotas 2 johannes de valono et 1 stephanus de palatio;null;null;null;null;null;null;null
BND_1401;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1402;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1403;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1404;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1405;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1406;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1407;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1408;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1409;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1410;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1411;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1412;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1413;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1414;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1415;bienNondeclare;masure;1;masure; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1416;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1417;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1418;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1419;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1995;null;null;null;null;null;null;null
BND_1420;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1996;null;null;null;null;null;null;null
BND_1421;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2338;null;null;null;null;null;null;null
BND_1422;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;3746;null;null;null;null;null;null;null
BND_1423;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1424;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1333, 1334;null;null;null;null;null;null;null
BND_1425;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2000;null;null;null;null;null;null;null
BND_1426;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1063 ??;null;null;null;null;null;null;null
BND_1427;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2332 capellanie sancti blasi in ecclesi s-catherine;null;null;null;null;null;null;null
BND_1429;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1430;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1431;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1432;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1433;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1434;bienNondeclare;maison2;1;maison2; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1435;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1999;null;null;null;null;null;null;null
BND_1436;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1995;null;null;null;null;null;null;null
BND_1437;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1438;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1999 ?;null;null;null;null;null;null;null
BND_1439;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1440;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1441;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1442;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1443;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1444;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1445;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1188 ?;null;null;null;null;null;null;null
BND_1446;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2004;null;null;null;null;null;null;null
BND_1447;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1448;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1449;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1450;bienNondeclare;four;1;four; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1451;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2445;null;null;null;null;null;null;null
BND_1452;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;monaster s-veran;null;null;null;null;null;null;null
BND_1453;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1454;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1455;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2000;null;null;null;null;null;null;null
BND_1456;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1457;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1458;bienNondeclare;masure;1;masure; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1459;bienNondeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1460;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1461;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1462;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1463;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1464;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2593;null;null;null;null;null;null;null
BND_1465;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1466;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1467;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1468;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2685;null;null;null;null;null;null;null
BND_1469;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2596;null;null;null;null;null;null;null
BND_1470;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1471;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2596;null;null;null;null;null;null;null
BND_1472;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1473;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1474;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2309;null;null;null;null;null;null;null
BND_1475;bienNondeclare;enclos ou petite cour fermee;1;enclos ou petite cour fermee; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1476;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1957;null;null;null;null;null;null;null
BND_1477;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1478;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1479;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;2603;null;null;null;null;null;null;null
BND_1480;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1481;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1482;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BND_1483;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1589;null;null;null;null;null;null;null
BND_1484;bienNondeclare;maison3;1;maison; null; null; null; null;null;null;null;1957;null;null;null;null;null;null;null
