identifiant;categorie;typeT;nbComposant1;composant1;nbComposant2;composant2;composant3;composant4;composant5;composant6;qualifEnsemble;detailEnsemble;mesure;materiaux;montantN;espece;montant;detailRedev;montant2
BD_7114;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;15 canne carré;null;6 sol. 10 den. 1 ob.;nr;6 sol. 10 den. ob.;canna 5 den. ob. tur. ;null
BD_7115;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;10 canne carré;null;6 sol. 10 den. 1 ob.;tournois;6 sol. 10 den. ob tur.;null;null
BD_7116;biendeclare;maison3 avec arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;10 canne carré;null;4 sol. 7 den.;tournois;4 sol. 7 den. tur.;canna 5 den. ob. tur. ;null
BD_7117;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;12 canne et 3 palme cadrate;null;4 sol. 7 den.;tournois;4 sol. 7 den. tur.;null;null
BD_7118;biendeclare;emplacement occupe par des batiments ou destine a etre bati;1;emplacement occupe par des batiments ou destine a etre bati; null; null; null; null;null;null;null;null;14 canne carré;null;5 sol. 8 den.;tournois;5 sol. 8 den. tur.;canna 5 den. ob. tur. ;null
BD_7119;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;16 canne;null;7 sol. 5 den. 1 ob.;tournois;7 sol. tur. 5 den. ob tur.;canna 6 den. ob. tur. ;null
BD_7120;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;15 canne carré;null;7 sol. 4 den.;tournois;7 sol. 4 den. tur.;null;null
BD_7121;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;6,5 canne carré;null;7 sol. 2 den.;tournois;7 sol. tur. 2 den.;null;null
BD_7122;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;6 canne et 7 palme cadrate;null;2 sol. 11 den. 1 ob. 1 pict.;nr;2 sol. 11 den. ob cum picta;null;null
BD_7123;biendeclare;;;;; null; null; null;null;null;null;null;null;null;3 sol. 2 den.;tournois;3 sol. 2 den. tur.;canna 5 den. ob. tur. ;null
BD_7124;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;13 canne carré;null;3 sol. 8 den.;tournois;3 sol. 8 den. tur.;null;null
BD_7125;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;6 canne et 2 palme cadrate;null;5 sol. 11 den. 1 ob.;tournois;5 sol. 11 den. ob tur.;canna 5 den. ob. tur. ;null
BD_7126;biendeclare;partie de maison3 et d arriere cour;1;part de maison; null;arriere cour; null; null;null;null;null;null;3 canne et 4 palme cadrate;null;3 sol. 1 den. 1 ob.;tournois;3 sol. 1 den. ob tur.;canna 6 den. ob. tur. ;null
BD_7127;biendeclare;partie de maison3 et d arriere cour;1;part de maison; null;arriere cour; null; null;null;null;null;null;2 cannis et 6 palme;null;21 den.;tournois;21 den. tur.;canna 6 den. ob. tur. ;null
BD_7128;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;10 canne carré;null;16 den. 1 ob.;tournois;16 den. ob tur.;null;null
BD_7129;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;10, 5 canne;null;5 sol.;tournois;5 sol. tur.;canna 6 den. ob. tur. ;null
BD_7130;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;6 canne carré;null;4 sol. 9 den. 1 pict.;tournois;4 sol. 9 den. pict tur.;canna 6 den. ob. tur. ;null
BD_7131;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;6 canne carré;null;3 sol.;tournois;3 sol. tur.;canna 6 den. ob. tur. ;null
BD_7132;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;7 canne et 3 palme cadrate;null;3 sol.;tournois;3 sol. tur.;canna 6 den. ob. tur. ;null
BD_7133;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;13 canne carré minus tamen uno palmo et tercio;null;3 sol. 4 den. 1 ob.;tournois;3 sol. 4 den. ob tur.;canna 5 den. ob. tur. ;null
BD_7134;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;13 canne et unum palmum avec tercio cadrate;null;5 sol. 11 den.;nr;5 sol. 11 den.;canna 5 den. ob. tur. ;null
BD_7135;biendeclare;maison3 avec arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;8 canne carré;null;6 sol. 1 ob.;tournois;6 sol. cum obolo tur.;emina 5 den. ob. tur. ;null
BD_7136;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;8 canne carré;null;3 sol. 8 den.;tournois;3 sol. 8 den. tur.;canna 5 den. ob. tur. ;null
BD_7137;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;24 canne carré;null;3 sol. 8 den.;tournois;3 sol. 8 den. tur.;canna 5 den. ob. tur. ;null
BD_7138;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;10 canne carré;null;11 sol.;tournois;11 sol. tur.;canna 5 den. ob. tur. ;null
BD_7139;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;6 canne et 4 palme casdratos;null;4 sol. 7 den.;tournois;4 sol. 7 den. tur.;canna 5 den. ob. tur. ;null
BD_7140;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;12 canne avec dimidia;null;3 sol. 1 pict.;tournois;3 sol. tur. minus picta;canna 5 den. ob. tur. ;null
BD_7141;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;7 canne et 3 palme cadrate minus tercio palmi;null;5 sol. 8 den. 1 pict.;tournois;5 sol. 8 den. tur. minus picta;null;null
BD_7142;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;29 canne et 4 palme cadrate;null;3 sol. 6 den.;tournois;3 sol. 6 den. tur.;canna 6 den. tur. ¬†;null
BD_7143;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;20 canne carré;null;13 sol. 6 den. 1 ob.;tournois;13 sol. 6 den. ob tur.;canna 5 den. ob. tur. ;null
BD_7144;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;8 canne carré;null;9 sol. 2 den.;tournois;9 sol. 2 den. tur.;canna 5 den. ob. tur. ;null
BD_7145;biendeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;8 canne carré;null;4 sol.;tournois;4 sol. tur.;canna 5 den. ob. tur. ;null
BD_7146;biendeclare;maison3 et jardin;1;maison; null;jardin; null; null;null;null;null;null;19 canne et 3 palme cadrate;null;3 sol. 4 den.;tournois;3 sol. 4 den. tur.;canna 5 den. ob. tur. ;null
BD_7147;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;21 canne et 4 palme cadrate;null;9 sol. 8 den. 1 pict.;tournois;9 sol. 8 den. 1 pict. tur.;null;null
BD_7148;biendeclare;2 maisons3 avec 2 arriere cours;2;maison;2;arriere cour; null; null;null;null;null;null;31 canne et 5 palme cadrate;null;14 sol. 5 den. 1 pict.;nr;14 sol. 5 den. cum picta;canna 5 den. ob. tur. ;null
BD_7149;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;29 canne carré;null;14 sol. 6 den.;tournois;14 sol. 6 den. tur.;canna 5 den. ob. tur. ;null
BD_7150;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;8 canne et 3 palme cadrate;null;13 sol. 3 den. 1 ob.;nr;13 sol. 3 den. ob;canna 5 den. ob. tur. ;null
BD_7151;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;6 canne et 2 palme;null;4 sol. 1 den. 1 ob.;tournois;4 sol. 1 den. ob tur.;canna 6 den. ob. tur. ;null
BD_7152;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;7, 5 canne carré;null;4 sol. 1 den. 1 ob.;tournois;4 sol. 1 den. ob tur.;null;null
BD_7153;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;7 canne et 3 palme cadrate;null;3 sol. 9 den.;tournois;3 sol. 9 den. tur.;canna 6 den. ob. tur. ;null
BD_7154;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;7,5 canne carré;null;3 sol. 4 den. 1 ob.;tournois;3 sol. 4 den. ob tur.;canna 5 den. ob. tur. ;null
BD_7155;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;14 canne carré;null;3 sol. 5 den.;nr;3 sol. 5 den.;canna 5 den. ob. tur. ;null
BD_7156;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;27 canne cadrat;null;6 sol. 5 den.;tournois;6 sol. 5 den. tur.;null;null
BD_7157;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;17 canne et 4 palme cadrate;null;12 sol. 4 den. 1 ob.;tournois;12 sol. 4 den. ob tur.;canna 5 den. ob. tur. ;null
BD_7158;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;18,5 canne carré;null;8 sol. 1 pict.;nr;8 sol. cum picta;canna 5 den. ob. tur. ;null
BD_7159;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;37 canne et 6 palme cadrate;null;8 sol. 5 den. 3 pict.;tournois;8 sol. 5 den. 3 pic. tur.;canna 5 den. ob. tur. ;null
BD_7160;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;3 canne;null;18 sol. 10 den. 1 ob.;tournois;18 sol. 10 den. ob tur.;null;null
BD_7161;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;26 canne carré;null;15 sol. 3 den. 2 ob.;tournois;15 sol. 3 den. et 2 ob. tur.;canna 6 den. ob. tur. ;null
BD_7162;biendeclare;moitie de maison avec arriere cour;1;moitie de maison; null;arriere cour; null; null;null;null;null;null;26 canne;null;13 sol.;tournois;13 sol. tur.;null;null
BD_7163;biendeclare;maison3 et jardin;1;maison; null;jardin; null; null;null;null;null;null;null;null;7 sol. 1 ob. 1 pict.;tournois;7 sol. ob cum pict. tur.;canna 5 den. ob. tur. ;null
BD_7164;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;28 canne carré;null;7 sol. 1 ob. 1 pict.;tournois;7 sol. ob et pict. tur.;null;null
BD_7165;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;25 canne carré;null;12 sol. 10 den.;tournois;12 sol. 10 den. tur.;canna 5 den. ob. tur. ;null
BD_7166;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;30 canne carré;null;11 sol. 5 den. 1 ob.;tournois;11 sol. 5 den. ob tur.;canna 5 den. ob. tur. ;null
BD_7167;biendeclare;maison3 et jardin;1;maison; null;jardin; null; null;null;null;null;null;10 canne et 4 palme cadrate;null;10 sol.;tournois;10 sol. tur.;canna 4 den. ob. tur. ;null
BD_7168;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;4 canne carré;null;5 sol. 1 ob.;tournois;5 sol. ob tur.;canna 5 den. ob. tur. ;null
BD_7169;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;6 canne et 5 palme cadrate;null;22 den.;tournois;22 den. tur.;canna 5 den. ob. tur. ;null
BD_7170;biendeclare;maison3 et 2 jardins;1;maison;2;jardin; null; null;null;null;null;null;60 canne carré;null;3 sol. 3 den.;tournois;3 sol. 3 den. tur.;canna 5 den. ob. tur. ;null
BD_7171;biendeclare;jardin ou arriere cour;1;jardin; null; null; null; null;null;null;null;null;null;null;27 sol. 6 den.;tournois;27 sol. 6 den. tur.;canna 5 den. ob. tur. ;null
BD_7172;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;13 canne et 2 palme cadrate;null;1 ob.;monnaie courante;1 ob. monete currentis;null;null
BD_7173;biendeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;25 canne et 4 palme cadrate;null;3 sol.;tournois;3 sol. tur.;null;null
BD_7174;biendeclare;bourguet ou 10 pieces;1;bourguet; null; null; null; null;null;null;null;10 pieces;null;null;42 sol. 8 den.;tournois;42 sol. 8 den. tur.;null;null
BD_7175;biendeclare;anniversaire;1;anniversaire; null; null; null; null;null;null;null;null;null;null;2 flor.;florin d or;2 flor. auri;null;null
BD_7176;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;75 sol.;tournois;75 sol. tur.;null;null
BD_7177;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;20 sol.;tournois;20 sol. tur.;null;null
BD_7178;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;15 flor.;florin d or;15 flor. auri;null;null
BD_7179;biendeclare;maison3 avec cour;1;maison; null;cour; null; null;null;null;null;null;null;null;50 sol.;tournois;50 sol. tur.;null;null
BD_7180;biendeclare;moitie de maison3 avec cour et puit;1;moitie de maison; null;cour;puit; null;null;null;null;null;null;null;30 sol.;tournois;30 sol. tur.;null;null
BD_7181;biendeclare;maison3 avec cour et puit;1;maison; null;cour;puit; null;null;null;null;null;null;null;30 sol.;tournois;30 sol. tur.;null;null
BD_7182;biendeclare;cour et partie d un puit;1;cour; null;puit; null; null;null;null;null;null;null;null;66 sol. 8 den.;tournois;66 sol. 8 den. tur.;null;null
BD_7183;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;50 sol.;tournois;50 sol. tur.;null;null
BD_7184;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;12 sol.;tournois;12 sol. tur.;null;null
BD_7185;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;5 sol.;tournois;5 sol. tur.;null;null
BD_7186;biendeclare;part de 3 maison3;1;part de maison; null; null; null; null;null;null;null;null;null;null;40 sol.;tournois;40 sol. tur.;null;null
BD_7187;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;24 sol.;tournois;24 sol. tur.;null;null
BD_7188;biendeclare;2 maisons3;2;maison; null; null; null; null;null;null;null;null;null;null;70 sol.;tournois;70 sol. tur.;null;null
BD_7189;biendeclare;2 maisons3;2;maison; null; null; null; null;null;null;null;null;null;null;30 sol.;tournois;30 sol. tur.;null;null
BD_7190;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;35 sol.;tournois;35 sol. tur.;null;null
BD_7191;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;26 sol.;tournois;26 sol. tur.;null;null
BD_7192;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;12 sol.;tournois;12 sol. tur.;null;null
BD_7193;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;24 sol.;tournois;24 sol. tur.;null;null
BD_7194;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;12 sol.;tournois;12 sol. tur.;null;null
BD_7195;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;30 sol.;tournois;30 sol. tur.;null;null
BD_7196;biendeclare;2 maisons3 avec arriere cour;2;maison; null;arriere cour; null; null;null;null;null;null;null;null;66 sol. 8 den.;tournois;66 sol. 8 den. tur.; 6 flor. 8 den. tur.  puis 7196;null
BD_7197;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;14 sol.;tournois;14 sol. tur.;null;null
BD_7198;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;7 sol.;tournois;7 sol. tur.;null;null
BD_7199;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;et 6 sol.;tournois;et 6 sol. tur.;null;null
BD_7200;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;6 sol.;tournois;6 sol. tur.;null;null
BD_7201;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;8 sol.;tournois;8 sol. tur.;null;null
BD_7202;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;14 sol.;nr;14 sol.;null;null
BD_7203;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;13 sol.;tournois;13 sol. tur.;null;null
BD_7204;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;13 sol.;tournois;13 sol. tur.;null;null
BD_7205;biendeclare;maison3 avec arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;12 sol.;tournois;12 sol. tur.;null;null
BD_7206;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;6 sol. 8 den.;tournois;6 sol. 8 den. tur.;null;null
BD_7207;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;12 sol.;tournois;12 sol. tur.;null;null
BD_7208;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;7 sol.;tournois;7 sol. tur.;null;null
BD_7209;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;50 sol.;tournois;50 sol. tur.;null;null
BD_7210;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 flor.;florin d or;10 flor. auri;null;null
BD_7211;biendeclare;maison3 ou petite ecurie;1;maison; null; null; null; null;null;null;null;null;null;null;12 sol.;tournois;12 sol. tur.;null;null
BD_7212;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 flor.;florin d or courant;10 flor. auri current;null;null
BD_7213;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;14 sol.;tournois;14 sol. tur.;null;null
BD_7214;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;20 gross.;tournois;20 tur. argenti cum o rotundo;null;null
BD_7215;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;7 flor.;florin;7 flor.;null;null
BD_7216;biendeclare;part de maison3;1;part de maison; null; null; null; null;null;null;null;null;null;null;4 flor.;florin d or;4 flor. auri;null;null
BD_7217;biendeclare;partie de maison3;1;part de maison; null; null; null; null;null;null;null;null;72 canne carré et unum palmum;null;3 flor.;florin d or;3 flor. Auri;null;null
BD_7218;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;8,5 gross.;tournois;8 tur. argenti et partem unius tur. oni cum o rotundo;null;null
BD_7219;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;6 gross.;tournois;6 tur. argenti cum o rotundo;null;null
BD_7220;biendeclare;2 maisons3 contigues et unies et reduites en une seule maison;2;maison; null; null; null; null;null;null;null;null;null;null;22 sol.;tournois;22 sol. tur.;null;null
BD_7221;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;9 sol.;tournois;9 sol. tur.;null;null
BD_7222;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;9 sol. 4 den.;tournois;9 sol. 4 den. tur.;null;null
BD_7223;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;6 sol.;tournois;6 sol. tur.;null;null
BD_7224;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;9 sol.;tournois;9 sol. tur.;null;null
BD_7225;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;5 sol.;tournois;5 sol. tur.;null;null
BD_7226;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;100 sol.;tournois;100 sol. tur.;null;null
BD_7227;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;50 sol.;tournois;50 sol. tur.;null;null
BD_7228;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;40 sol.;tournois;40 sol. tur.;null;null
BD_7229;biendeclare;2 maisons3;2;maison; null; null; null; null;null;null;null;null;null;null;5 flor.;florin d or;5 flor. auri;null;null
BD_7230;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;50 sol.;tournois;50 sol. tur.;null;null
BD_7231;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;30 sol.;tournois;30 sol. tur.;null;null
BD_7232;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;4 flor.;florin d or;4 flor. auri;null;null
BD_7233;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;100 sol.;tournois;100 sol. tur.;null;null
BD_7234;biendeclare;part de maison3 et table de change;1;part de maison; null;table; null; null;null;null;null;null;null;null;4 flor.;florin d or;4 flor. auri;null;null
BD_7235;biendeclare;moitie de maison3;1;moitie de maison; null; null; null; null;null;null;null;null;null;null;100 sol.;tournois;100 sol. tur.;null;null
BD_7236;biendeclare;moitie de maison3;1;moitie de maison; null; null; null; null;null;null;null;null;null;null;50 sol.;tournois;50 sol. tur.;null;null
BD_7237;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;11 flor.;florin d or;11 flor. auri;null;null
BD_7238;biendeclare;moitie de maison3 indivise;1;moitie de maison; null; null; null; null;null;null;null;null;null;null;20 sol.;tournois;20 sol. tur.;null;null
BD_7239;biendeclare;jardin et maison3;1;jardin; null; null; null; null;null;null;null;null;3 emine;null;21 sol.;tournois;21 sol. tur.;null;null
BD_7240;biendeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;1 emine;null;20 sol.;tournois;20 sol. tur.;null;null
BD_7241;biendeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;3,5 emine;null;70 sol.;tournois;70 sol. tur.;null;null
BD_7242;biendeclare;jardin et maison2;1;jardin; null;maison; null; null;null;null;null;null;4 emine;null;40 sol.;tournois;40 sol. tur.;null;null
BD_7243;biendeclare;;;;; null; null; null;null;null;null;null;null;null;20 sol.;tournois;20 sol. tur.;null;null
BD_7244;biendeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;4 emine;null;40 sol.;tournois;40 sol. tur.;null;null
BD_7245;biendeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;2 emine;null;20 sol.;tournois;20 sol. tur.;null;null
BD_7246;biendeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;2 emine;null;20 sol.;tournois;20 sol. tur.;null;null
BD_7247;biendeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;3 emine;null;60 sol.;tournois;60 sol. tur.;null;null
BD_7248;biendeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;3 emine;null;60 sol.;tournois;60 sol. tur.;null;null
BD_7249;biendeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;2,5 emine;null;40 sol.;tournois;40 sol. tur.;null;null
BD_7250;biendeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;1 emine;null;20 sol.;tournois;20 sol. tur.;null;null
BD_7251;biendeclare;jardin et maison3 et verger;1;jardin;null;maison;verger; null;null;null;;null;4 eminate terre parum plus vel minus;null;4 lb;tournois;4 lb tur.;null;null
BD_7252;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;12 sol.;tournois;12 sol. tur.;null;null
BD_7253;biendeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;7 emine et 3 parte emineta;null;7 lb;tournois;7 lb tur.;null;null
BD_7254;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;2 flor.;florin d or;2 flor. auri;null;null
BD_7255;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;100 sol.;tournois;100 sol. tur.;null;null
BD_7256;biendeclare;maison3 avec cour et puit;1;maison; null;cour;puit; null;null;null;null;null;null;null;50 sol.;tournois;50 sol. tur.;null;null
BD_7257;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;120 gross.;tournois;120 tur. argenti bonos cum o rotundo;null;null
BD_7258;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;40 lb. 72 gross.;tournois;40 lb. 72 tur. argenti;null;null
BD_7259;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;2,5 flor.;florin d or;2,5 flor. auri;null;null
BD_7260;biendeclare;maison2;1;maison2; null; null; null; null;null;null;null;null;null;null;50 sol. 11 den.;tournois;50 sol. 11 den. tur.;null;null
BD_7261;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;9 sol.;tournois;9 sol. tur.;null;null
BD_7262;biendeclare;2 maisons3;2;maison; null; null; null; null;null;null;null;null;null;null;3 sol.;tournois;3 sol. tur.;null;null
BD_7263;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;10 sol. tur.;null;null
BD_7264;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;6 sol.;tournois;6 sol. tur.;null;null
BD_7265;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;6 sol.;tournois;6 sol. tur.;null;null
BD_7266;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;4 sol. 6 den.;tournois;4 sol. 6 den. tur.;null;null
BD_7267;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;3 sol.;tournois;3 sol. tur.;null;null
BD_7268;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;4 sol. 6 den.;tournois;4 sol. 6 den. tur.;null;null
BD_7269;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;2 sol. 3 den.;tournois;2 sol. 3 den. tur.;null;null
BD_7270;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;10 sol. tur.;null;null
BD_7271;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;9 sol.;tournois;9 sol. tur.;null;null
BD_7272;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;32 sol.;tournois;32 sol. tur.;null;null
BD_7273;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;16 sol.;tournois;16 sol. tur.;null;null
BD_7274;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;16 sol.;tournois;16 sol. tur.;null;null
BD_7275;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;8 sol.;tournois;8 sol. tur.;null;null
BD_7276;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;7 sol.;tournois;7 sol. tur.;null;null
BD_7277;biendeclare;2 maisons3;2;maison; null; null; null; null;null;null;null;null;null;null;null;null;null;null;null
BD_7278;biendeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;null;null;3 sol.;tournois;3 sol. tur.;null;null
BD_7279;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;11 sol. 6 den.;tournois;11 sol. 6 den. tur.;null;null
BD_7280;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;11 sol. 6 den.;tournois;11 sol. 6 den. tur.;null;null
BD_7281;biendeclare;4 pieces;4;piece; null; null; null; null;null;null;null;null;null;null;16 sol.;tournois;16 sol. tur.;null;null
BD_7282;biendeclare;2 pieces;2;piece; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;10 sol. tur.;null;null
BD_7283;biendeclare;3 pieces;3;piece; null; null; null; null;null;null;null;null;null;null;15 sol.;tournois;15 sol. tur.;null;null
